GCFID	SpeciesStrain	SpeciesID	SpeciesTaxnonmy	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
GCF_003860025.1	Tannerella forsythia	Tannerella-forsythia	Tannerella forsythia	PRJNA224116	SAMN10478699	RQYS00000000.1	na	28112	28112	Tannerella forsythia	strain=OH2617_COT-023		latest	Contig	Major	Full	2018/12/3	ASM386002v1	UC Davis	GCA_003860025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/860/025/GCF_003860025.1_ASM386002v1	NA		na	Bacteria	norank	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella forsythia
GCF_900096735.1	Tannerella forsythia	Tannerella-forsythia	Tannerella forsythia	PRJNA224116	SAMEA4441423	FMMM00000000.1	na	28112	28112	Tannerella forsythia	strain=UB20	UB20	latest	Scaffold	Major	Full	2016/10/3	TFUB20	UNIVERSITY OF SHEFFIELD	GCA_900096735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/096/735/GCF_900096735.1_TFUB20	NA		na	Bacteria	norank	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella forsythia
GCF_004564395.1	Carnobacterium divergens	Carnobacterium-divergens	Carnobacterium divergens	PRJNA224116	SAMN07534368	NROW00000000.1	na	2748	2748	Carnobacterium divergens	strain=C13		latest	Contig	Major	Full	2019/4/2	ASM456439v1	Agriculture and Agri-Food Canada	GCA_004564395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/564/395/GCF_004564395.1_ASM456439v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium divergens
GCF_004564765.1	Carnobacterium divergens	Carnobacterium-divergens	Carnobacterium divergens	PRJNA224116	SAMN07534342	NRPW00000000.1	na	2748	2748	Carnobacterium divergens	strain=A13		latest	Contig	Major	Full	2019/4/2	ASM456476v1	Agriculture and Agri-Food Canada	GCA_004564765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/564/765/GCF_004564765.1_ASM456476v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium divergens
GCF_004564935.1	Carnobacterium divergens	Carnobacterium-divergens	Carnobacterium divergens	PRJNA224116	SAMN07534331	NRQH00000000.1	na	2748	2748	Carnobacterium divergens	strain=A2		latest	Contig	Major	Full	2019/4/2	ASM456493v1	Agriculture and Agri-Food Canada	GCA_004564935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/564/935/GCF_004564935.1_ASM456493v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium divergens
GCF_904820345.1	Carnobacterium maltaromaticum	Carnobacterium-maltaromaticum	Carnobacterium maltaromaticum	PRJNA224116	SAMEA7334519	CAJGUR000000000.1	na	2751	2751	Carnobacterium maltaromaticum	strain=10040100629	10040100629	latest	Contig	Major	Full	2020/11/25	MAGE_000008443.1	Universite de Lorraine	GCA_904820345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/820/345/GCF_904820345.1_MAGE_000008443.1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium maltaromaticum
GCF_001373495.1	Arthrobacter koreensis	Arthrobacter-koreensis	Arthrobacter koreensis	PRJNA224116	SAMEA3249780	CECE00000000.1	na	199136	199136	Arthrobacter koreensis	strain=5J12A		latest	Contig	Major	Full	2015/4/11	Arthrobacter koreensis 5J12A	University of Granada	GCA_001373495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/495/GCF_001373495.1_Arthrobacter_koreensis_5J12A	NA		na	Bacteria	norank	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter koreensis
GCF_002189495.1	Arthrobacter globiformis	Arthrobacter-globiformis	Arthrobacter globiformis	PRJNA224116	SAMN06477806	MYFE00000000.1	na	1665	1665	Arthrobacter globiformis	strain=2PR		latest	Contig	Major	Full	2017/6/9	ASM218949v1	Qingdao Agriculture University	GCA_002189495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/189/495/GCF_002189495.1_ASM218949v1	NA		na	Bacteria	norank	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter globiformis
GCF_900099975.1	Arthrobacter cupressi	Arthrobacter-cupressi	Arthrobacter cupressi	PRJNA224116	SAMN05216555	FNEI00000000.1	representative genome	1045773	1045773	Arthrobacter cupressi	strain=CGMCC 1.10783		latest	Scaffold	Major	Full	2016/10/21	IMG-taxon 2663762744 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900099975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/099/975/GCF_900099975.1_IMG-taxon_2663762744_annotated_assembly	NA	assembly from type material	na	Bacteria	norank	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter cupressi
GCF_900105965.1	Arthrobacter alpinus	Arthrobacter-alpinus	Arthrobacter alpinus	PRJNA224116	SAMN04489740	FNTV00000000.1	na	656366	656366	Arthrobacter alpinus	strain=DSM 22274		latest	Contig	Major	Full	2016/10/22	IMG-taxon 2634166197 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900105965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/965/GCF_900105965.1_IMG-taxon_2634166197_annotated_assembly	NA	assembly from type material	na	Bacteria	norank	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter alpinus
GCF_000818805.2	Hafnia alvei	Hafnia-alvei	Hafnia alvei	PRJNA224116	SAMN03178217	JTEU00000000.2	na	569	569	Hafnia alvei	strain=DSM 30099		latest	Contig	Major	Full	2015/4/21	ASM81880v2	University of Malaya	GCA_000818805.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/818/805/GCF_000818805.2_ASM81880v2	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	Hafnia alvei
GCF_004309855.1	Hafnia alvei	Hafnia-alvei	Hafnia alvei	PRJNA224116	SAMN10963444	SISZ00000000.1	na	569	569	Hafnia alvei	strain=PCM_1189		latest	Scaffold	Major	Full	2019/2/27	ASM430985v1	nankai university	GCA_004309855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/309/855/GCF_004309855.1_ASM430985v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	Hafnia alvei
GCF_004309925.1	Hafnia alvei	Hafnia-alvei	Hafnia alvei	PRJNA224116	SAMN10963442	SISX00000000.1	na	569	569	Hafnia alvei	strain=PCM_1221		latest	Scaffold	Major	Full	2019/2/27	ASM430992v1	nankai university	GCA_004309925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/309/925/GCF_004309925.1_ASM430992v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	Hafnia alvei
GCF_019344895.1	Hafnia alvei	Hafnia-alvei	Hafnia alvei	PRJNA224116	SAMN16357581	JAHWJA000000000.1	na	569	569	Hafnia alvei	strain=FDAARGOS_1439		latest	Contig	Major	Full	2021/7/26	ASM1934489v1	US Food and Drug Administration	GCA_019344895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/344/895/GCF_019344895.1_ASM1934489v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	Hafnia alvei
GCF_015547415.1	Flavonifractor plautii	Flavonifractor-plautii	Flavonifractor plautii	PRJNA224116	SAMN15533277	JADMVC000000000.1	na	292800	292800	Flavonifractor plautii	strain=BSD2780061687_150420_F5		latest	Scaffold	Major	Full	2020/11/17	ASM1554741v1	Icahn School of Medicine at Mount Sinai	GCA_015547415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/547/415/GCF_015547415.1_ASM1554741v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii
GCF_015547855.1	Flavonifractor plautii	Flavonifractor-plautii	Flavonifractor plautii	PRJNA224116	SAMN15532679	JADMVZ000000000.1	na	292800	292800	Flavonifractor plautii	strain=1001287H_170206_B10		latest	Scaffold	Major	Full	2020/11/17	ASM1554785v1	Icahn School of Medicine at Mount Sinai	GCA_015547855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/547/855/GCF_015547855.1_ASM1554785v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii
GCF_020181555.1	Flavonifractor plautii	Flavonifractor-plautii	Flavonifractor plautii	PRJNA224116	SAMN21163592		na	292800	292800	Flavonifractor plautii	strain=NBRC 113805		latest	Complete Genome	Major	Full	2021/9/30	ASM2018155v1	National Institute of Advanced Industrial Science and Technology, Biomedical Research Institute	GCA_020181555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/181/555/GCF_020181555.1_ASM2018155v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii
GCF_020537525.1	Flavonifractor plautii	Flavonifractor-plautii	Flavonifractor plautii	PRJNA224116	SAMN22165337	JAJBMR000000000.1	na	292800	292800	Flavonifractor plautii	strain=MSK.5.7		latest	Contig	Major	Full	2021/10/20	ASM2053752v1	University of Chicago	GCA_020537525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/537/525/GCF_020537525.1_ASM2053752v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii
GCF_000742435.1	Wolbachia pipientis	Wolbachia-pipientis	Wolbachia pipientis	PRJNA224116	SAMN02904630	JQAM00000000.1	na	955	955	Wolbachia pipientis	strain=wRec		latest	Contig	Major	Full	2014/8/20	ASM74243v1	Vanderbilt University	GCA_000742435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/742/435/GCF_000742435.1_ASM74243v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia pipientis
GCF_001752665.1	Wolbachia pipientis	Wolbachia-pipientis	Wolbachia pipientis	PRJNA224116	SAMN05806092	MJMG00000000.1	na	955	955	Wolbachia pipientis	strain=wPpe		latest	Scaffold	Major	Full	2016/10/5	ASM175266v1	Oregon State University	GCA_001752665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/752/665/GCF_001752665.1_ASM175266v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia pipientis
GCF_002379145.2	Wolbachia pipientis	Wolbachia-pipientis	Wolbachia pipientis	PRJNA224116	SAMN07666472		na	955	955	Wolbachia pipientis	strain=wAlbB-FL2016		latest	Complete Genome	Major	Full	2019/7/31	ASM237914v2	New Mexico State University	GCA_002379145.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/379/145/GCF_002379145.2_ASM237914v2	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia pipientis
GCF_007971685.1	Wolbachia pipientis	Wolbachia-pipientis	Wolbachia pipientis	PRJNA224116	SAMN12414615		na	955	955	Wolbachia pipientis	strain=wMel_N25		latest	Complete Genome	Major	Full	2019/8/12	ASM797168v1	University of Georgia	GCA_007971685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/971/685/GCF_007971685.1_ASM797168v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia pipientis
GCF_003264065.1	Dolosigranulum pigrum	Dolosigranulum-pigrum	Dolosigranulum pigrum	PRJNA224116	SAMN06624374	NAQU00000000.1	na	29394	29394	Dolosigranulum pigrum	strain=KPL1932_CDC4420-98		latest	Scaffold	Major	Full	2018/6/25	ASM326406v1	Forsyth Institute	GCA_003264065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/264/065/GCF_003264065.1_ASM326406v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	Dolosigranulum pigrum
GCF_017655665.1	Dolosigranulum pigrum	Dolosigranulum-pigrum	Dolosigranulum pigrum	PRJNA224116	SAMN11664202		na	29394	29394	Dolosigranulum pigrum	strain=KPL3250		latest	Complete Genome	Major	Full	2021/4/1	ASM1765566v1	Forsyth Institute	GCA_017655665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/655/665/GCF_017655665.1_ASM1765566v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	Dolosigranulum pigrum
GCF_017655705.1	Dolosigranulum pigrum	Dolosigranulum-pigrum	Dolosigranulum pigrum	PRJNA224116	SAMN11664204		na	29394	29394	Dolosigranulum pigrum	strain=KPL3264		latest	Chromosome	Major	Full	2021/4/1	ASM1765570v1	Forsyth Institute	GCA_017655705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/655/705/GCF_017655705.1_ASM1765570v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	Dolosigranulum pigrum
GCF_017655845.1	Dolosigranulum pigrum	Dolosigranulum-pigrum	Dolosigranulum pigrum	PRJNA224116	SAMN11664194		na	29394	29394	Dolosigranulum pigrum	strain=KPL3065		latest	Complete Genome	Major	Full	2021/4/1	ASM1765584v1	Forsyth Institute	GCA_017655845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/655/845/GCF_017655845.1_ASM1765584v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	Dolosigranulum pigrum
GCF_000583045.1	Ensifer adhaerens OV14	Ensifer-adhaerens	Ensifer adhaerens	PRJNA224116	SAMN03081535		na	1416753	106592	Ensifer adhaerens OV14	strain=OV14		latest	Chromosome	Major	Full	2014/2/28	ASM58304v1	Teagasc	GCA_000583045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/583/045/GCF_000583045.1_ASM58304v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Ensifer	Ensifer adhaerens
GCF_001683495.1	Ensifer adhaerens	Ensifer-adhaerens	Ensifer adhaerens	PRJNA224116	SAMN05323829	MAUG00000000.1	na	106592	106592	Ensifer adhaerens	strain=M78		latest	Contig	Major	Full	2016/7/11	ASM168349v1	Nanjing Agricultural University	GCA_001683495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/683/495/GCF_001683495.1_ASM168349v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Ensifer	Ensifer adhaerens
GCF_003269115.1	Ensifer adhaerens	Ensifer-adhaerens	Ensifer adhaerens	PRJNA224116	SAMN09083424	QLTH00000000.1	na	106592	106592	Ensifer adhaerens	strain=AG1206		latest	Scaffold	Major	Full	2018/6/27	ASM326911v1	DOE Joint Genome Institute	GCA_003269115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/269/115/GCF_003269115.1_ASM326911v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Ensifer	Ensifer adhaerens
GCF_017873015.1	Ensifer adhaerens	Ensifer-adhaerens	Ensifer adhaerens	PRJNA224116	SAMN18245812	JAGGJR000000000.1	na	106592	106592	Ensifer adhaerens	strain=DSM 18131		latest	Contig	Major	Full	2021/4/8	ASM1787301v1	DOE Joint Genome Institute	GCA_017873015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/873/015/GCF_017873015.1_ASM1787301v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Ensifer	Ensifer adhaerens
GCF_009864815.1	Bradyrhizobium japonicum	Bradyrhizobium-japonicum	Bradyrhizobium japonicum	PRJNA224116	SAMN13738681	WWEZ00000000.1	na	375	375	Bradyrhizobium japonicum	strain=5873		latest	Scaffold	Major	Full	2020/1/13	ASM986481v1	Institute of Agricultural Resources and Agricultural Regional Planning	GCA_009864815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/864/815/GCF_009864815.1_ASM986481v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium japonicum
GCF_018129985.1	Bradyrhizobium japonicum	Bradyrhizobium-japonicum	Bradyrhizobium japonicum	PRJNA224116	SAMN17707958	JAFCKT000000000.1	na	375	375	Bradyrhizobium japonicum	strain=SZCCT0148		latest	Contig	Major	Full	2021/4/22	ASM1812998v1	The Chinese University of Hong Kong	GCA_018129985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/985/GCF_018129985.1_ASM1812998v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium japonicum
GCF_018129995.1	Bradyrhizobium japonicum	Bradyrhizobium-japonicum	Bradyrhizobium japonicum	PRJNA224116	SAMN17707959	JAFCKS000000000.1	na	375	375	Bradyrhizobium japonicum	strain=SZCCT0153		latest	Contig	Major	Full	2021/4/22	ASM1812999v1	The Chinese University of Hong Kong	GCA_018129995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/995/GCF_018129995.1_ASM1812999v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium japonicum
GCF_018130795.1	Bradyrhizobium japonicum	Bradyrhizobium-japonicum	Bradyrhizobium japonicum	PRJNA224116	SAMN17708001	JAFCJQ000000000.1	na	375	375	Bradyrhizobium japonicum	strain=SZCCT0402		latest	Contig	Major	Full	2021/4/22	ASM1813079v1	The Chinese University of Hong Kong	GCA_018130795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/795/GCF_018130795.1_ASM1813079v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium japonicum
GCF_002876705.1	Enterovibrio norvegicus	Enterovibrio-norvegicus	Enterovibrio norvegicus	PRJNA224116	SAMN05418031	MDAG00000000.1	na	188144	188144	Enterovibrio norvegicus	strain=10N.261.45.B2		latest	Scaffold	Major	Full	2018/1/11	ASM287670v1	Massachusetts Institute of Technology	GCA_002876705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/876/705/GCF_002876705.1_ASM287670v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio norvegicus
GCF_005146345.1	Enterovibrio norvegicus	Enterovibrio-norvegicus	Enterovibrio norvegicus	PRJNA224116	SAMN11522385	SYUS00000000.1	na	188144	188144	Enterovibrio norvegicus	strain=10N.261.49.E12		latest	Scaffold	Major	Full	2019/5/5	ASM514634v1	Massachusetts Institute of Technology	GCA_005146345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/146/345/GCF_005146345.1_ASM514634v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio norvegicus
GCF_900167155.1	Enterovibrio nigricans DSM 22720	Enterovibrio-nigricans	Enterovibrio nigricans	PRJNA224116	SAMN02745132	FUXU00000000.1	representative genome	1121868	504469	Enterovibrio nigricans DSM 22720	strain=DSM 22720		latest	Scaffold	Major	Full	2017/3/4	IMG-taxon 2568526010 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900167155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/167/155/GCF_900167155.1_IMG-taxon_2568526010_annotated_assembly	NA	assembly from type material	na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio nigricans
GCF_900537165.1	Enterovibrio norvegicus	Enterovibrio-norvegicus	Enterovibrio norvegicus	PRJNA224116	SAMEA4873276	UNRK00000000.1	representative genome	188144	188144	Enterovibrio norvegicus		Alg239-V16	latest	Contig	Major	Full	2020/2/10	ASM90053716v1	Elham Karimi	GCA_900537165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/537/165/GCF_900537165.1_ASM90053716v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio norvegicus
GCF_000615975.1	Nitratireductor aquibiodomus NL21 = JCM 21793	Nitratireductor-aquibiodomus	Nitratireductor aquibiodomus	PRJNA224116	SAMD00013635	BAMP00000000.1	na	1231185	204799	Nitratireductor aquibiodomus NL21 = JCM 21793	strain=JCM 21793		latest	Contig	Major	Full	2014/3/31	ASM61597v1	The University of Tokyo	GCA_000615975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/615/975/GCF_000615975.1_ASM61597v1	NA	assembly from type material	na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor aquibiodomus
GCF_001050155.1	Nitratireductor soli	Nitratireductor-soli	Nitratireductor soli	PRJNA224116	SAMN03768409	LFVY00000000.1	representative genome	1670619	1670619	Nitratireductor soli	strain=ZZ-1		latest	Contig	Major	Full	2015/7/8	ASM105015v1	Zaozhuang University	GCA_001050155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/155/GCF_001050155.1_ASM105015v1	NA	assembly from type material	na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor soli
GCF_001696575.1	Nitratireductor aquibiodomus	Nitratireductor-aquibiodomus	Nitratireductor aquibiodomus	PRJNA224116	SAMN05348542	MAYB00000000.1	na	204799	204799	Nitratireductor aquibiodomus	strain=EBB 35.1		latest	Contig	Major	Full	2016/7/29	ASM169657v1	National University of Colombia	GCA_001696575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/696/575/GCF_001696575.1_ASM169657v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor aquibiodomus
GCF_017254985.1	Nitratireductor aquibiodomus	Nitratireductor-aquibiodomus	Nitratireductor aquibiodomus	PRJNA224116	SAMN18023146	JAFKDF000000000.1	na	204799	204799	Nitratireductor aquibiodomus	strain=TN35-16		latest	Contig	Major	Full	2021/3/6	ASM1725498v1	Peking University Shenzhen Institute	GCA_017254985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/254/985/GCF_017254985.1_ASM1725498v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor aquibiodomus
GCF_004001205.1	Melissococcus plutonius	Melissococcus-plutonius	Melissococcus plutonius	PRJNA224116	SAMD00113019		na	33970	33970	Melissococcus plutonius	strain=DAT585		latest	Complete Genome	Major	Full	2018/12/20	ASM400120v1	Obihiro University of Agriculture and Veterinary Medicine	GCA_004001205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/001/205/GCF_004001205.1_ASM400120v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Melissococcus	Melissococcus plutonius
GCF_004001225.1	Melissococcus plutonius	Melissococcus-plutonius	Melissococcus plutonius	PRJNA224116	SAMD00113020		na	33970	33970	Melissococcus plutonius	strain=DAT606		latest	Chromosome	Major	Full	2018/12/20	ASM400122v1	Obihiro University of Agriculture and Veterinary Medicine	GCA_004001225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/001/225/GCF_004001225.1_ASM400122v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Melissococcus	Melissococcus plutonius
GCF_009731445.1	Melissococcus plutonius	Melissococcus-plutonius	Melissococcus plutonius	PRJNA224116	SAMD00182638		na	33970	33970	Melissococcus plutonius	strain=DAT1033		latest	Complete Genome	Major	Full	2019/11/22	ASM973144v1	Obihiro University of Agriculture and Veterinary Medicine	GCA_009731445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/731/445/GCF_009731445.1_ASM973144v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Melissococcus	Melissococcus plutonius
GCF_014202715.1	Melissococcus plutonius	Melissococcus-plutonius	Melissococcus plutonius	PRJNA224116	SAMN14908526	JACHHL000000000.1	na	33970	33970	Melissococcus plutonius	strain=DSM 29964		latest	Contig	Major	Full	2020/8/14	ASM1420271v1	DOE Joint Genome Institute	GCA_014202715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/202/715/GCF_014202715.1_ASM1420271v1	NA	assembly from type material	na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Melissococcus	Melissococcus plutonius
GCF_000770015.1	Alcaligenes faecalis	Alcaligenes-faecalis	Alcaligenes faecalis	PRJNA224116	SAMN02997353	JQCV00000000.1	na	511	511	Alcaligenes faecalis	strain=MOR02		latest	Contig	Major	Full	2014/10/30	ASM77001v1	Centro de Investigacion en Biotecnologia- Universidad Autonoma del Estado de Morelos	GCA_000770015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/015/GCF_000770015.1_ASM77001v1	NA		na	Bacteria	norank	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	Alcaligenes faecalis
GCF_001298815.1	Alcaligenes faecalis	Alcaligenes-faecalis	Alcaligenes faecalis	PRJNA224116	SAMEA2247602	CYTB00000000.1	na	511	511	Alcaligenes faecalis	strain=ATCC 8750		latest	Scaffold	Major	Full	2015/9/19	11861_6#28	SC	GCA_001298815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/298/815/GCF_001298815.1_11861_6_28	NA	assembly from type material	na	Bacteria	norank	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	Alcaligenes faecalis
